Xstart,Ystart,Nit,Nfev,Ngev,Nhev,StopReason
1.0,0.0,6,83,7,0,OK Found solution
0.6180339887498949,1.902113032590307,19,343,20,0,OK Found solution
-2.427050983124842,1.7633557568774196,7,99,8,0,OK Found solution
-3.23606797749979,-2.351141009169892,7,97,8,0,OK Found solution
1.5450849718747361,-4.755282581475768,18,329,19,0,OK Found solution
