Xstart,Ystart,Nit,Nfev,Ngev,Nhev,StopReason
1.0,0.0,9,27,19,0,OK Found solution
0.6180339887498949,1.902113032590307,11,31,23,0,OK Found solution
-2.427050983124842,1.7633557568774196,9,27,19,0,OK Found solution
-3.23606797749979,-2.351141009169892,8,26,17,0,OK Found solution
1.5450849718747361,-4.755282581475768,10,31,21,0,OK Found solution
