Xstart,Ystart,Nit,Nfev,Ngev,Nhev,StopReason
1.0,0.0,9107,348020,9108,0,OK Found solution
0.6180339887498949,1.902113032590307,23,381,24,0,OK Found solution
-2.427050983124842,1.7633557568774196,331,10912,332,0,OK Found solution
-3.23606797749979,-2.351141009169892,3351,126570,3352,0,OK Found solution
1.5450849718747361,-4.755282581475768,1762,68112,1763,0,OK Found solution
