Xstart,Ystart,Nit,Nfev,Ngev,Nhev,StopReason
1.0,0.0,15,185,16,0,OK Found solution
0.6180339887498949,1.902113032590307,36,489,37,0,OK Found solution
-2.427050983124842,1.7633557568774196,14,186,15,0,OK Found solution
-3.23606797749979,-2.351141009169892,14,183,15,0,OK Found solution
1.5450849718747361,-4.755282581475768,16,208,17,0,OK Found solution
