Xstart,Ystart,Nit,Nfev,Ngev,Nhev,StopReason
1.0,0.0,277,637,596,0,OK Found solution
0.6180339887498949,1.902113032590307,41,100,87,0,OK Found solution
-2.427050983124842,1.7633557568774196,75,191,167,0,OK Found solution
-3.23606797749979,-2.351141009169892,150,373,349,0,OK Found solution
1.5450849718747361,-4.755282581475768,833,1754,1718,0,OK Found solution
