Xstart,Ystart,Nit,Nfev,Ngev,Nhev,StopReason
1.0,0.0,1,3,2,1,OK Found solution
0.6180339887498949,1.902113032590307,10000,10001,10010,10000,Iteration limit reached
-2.427050983124842,1.7633557568774196,10000,10001,10026,10000,Iteration limit reached
-3.23606797749979,-2.351141009169892,30,32,57,30,OK Found solution
1.5450849718747361,-4.755282581475768,18,20,33,18,OK Found solution
